Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;discriminant;Réglementaire;type d'évaluation;procédure de mesure;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité
2025/05/04 08:00:00;2025/05/04 09:00:00;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20029;FEYZIN STADE;Périurbaine;C6H6;Industrielle;3;Oui;estimation objective;Auto BTX app Perkinelmer C500;moyenne horaire brute;0.16;0.16;µg-m3;;;;A;1
2025/05/04 09:00:00;2025/05/04 10:00:00;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20029;FEYZIN STADE;Périurbaine;C6H6;Industrielle;3;Oui;estimation objective;Auto BTX app Perkinelmer C500;moyenne horaire brute;0.13;0.13;µg-m3;;;;A;1
2025/05/04 10:00:00;2025/05/04 11:00:00;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20029;FEYZIN STADE;Périurbaine;C6H6;Industrielle;3;Oui;estimation objective;Auto BTX app Perkinelmer C500;moyenne horaire brute;0.29;0.29;µg-m3;;;;A;1
2025/05/04 11:00:00;2025/05/04 12:00:00;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20029;FEYZIN STADE;Périurbaine;C6H6;Industrielle;3;Oui;estimation objective;Auto BTX app Perkinelmer C500;moyenne horaire brute;0.45;0.45;µg-m3;;;;A;1
2025/05/04 12:00:00;2025/05/04 13:00:00;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20029;FEYZIN STADE;Périurbaine;C6H6;Industrielle;3;Oui;estimation objective;Auto BTX app Perkinelmer C500;moyenne horaire brute;0.34;0.34;µg-m3;;;;A;1
2025/05/04 13:00:00;2025/05/04 14:00:00;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20029;FEYZIN STADE;Périurbaine;C6H6;Industrielle;3;Oui;estimation objective;Auto BTX app Perkinelmer C500;moyenne horaire brute;0.26;0.26;µg-m3;;;;A;1
2025/05/04 14:00:00;2025/05/04 15:00:00;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20029;FEYZIN STADE;Périurbaine;C6H6;Industrielle;3;Oui;estimation objective;Auto BTX app Perkinelmer C500;moyenne horaire brute;0.08;0.08;µg-m3;;;;A;1
2025/05/04 15:00:00;2025/05/04 16:00:00;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20029;FEYZIN STADE;Périurbaine;C6H6;Industrielle;3;Oui;estimation objective;Auto BTX app Perkinelmer C500;moyenne horaire brute;;;µg-m3;;;;N;-1
2025/05/04 00:00:00;2025/05/04 01:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.47;0.47;µg-m3;;;;R;1
2025/05/04 01:00:00;2025/05/04 02:00:00;AIR PAYS DE LA LOIRE;FR52ZAG01;ZAG NANTES-SAINT-NAZAIRE;FR23251;FRERES GONCOURT;Urbaine;C6H6;Trafic;1;Oui;mesures fixes;Auto Benzene app airmoVOC BTX1000;moyenne horaire brute;0.29;0.29;µg-m3;;;;A;1
